sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif
ERR11865352,NODE_2_length_153266_cov_30.620025,gene:proph:183052;gene:proph:162923;gene:vir:3401;gene:proph:183058;gene:proph:183059;gene:proph:162954;gene:proph:163039;gene:proph:183231;gene:proph:162936,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865354,NODE_39_length_17294_cov_3.171958,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865354,NODE_39_length_17294_cov_3.171958,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865354,NODE_2_length_153266_cov_33.423086,gene:vir:3397;gene:proph:162923;gene:proph:183056;gene:proph:183058;gene:proph:183059;gene:proph:162954;gene:proph:163039;gene:vir:1019;gene:proph:162936,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865360,NODE_429_length_5592_cov_13.092406,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865360,NODE_429_length_5592_cov_13.092406,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865362,NODE_646_length_3877_cov_56.351200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pantoea agglomerans,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865364,NODE_17_length_114373_cov_3.295993,gene:plasmid:154779,Pseudomonas helleri,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR11865364,NODE_32_length_66363_cov_6.482653,gene:proph:175953;gene:proph:184195;gene:proph:184236,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR11865364,NODE_32_length_66363_cov_6.482653,gene:proph:175953;gene:proph:184195;gene:proph:184236,Pseudomonas helleri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR11865364,NODE_311_length_9089_cov_3.201294,gene:proph:176833,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR11865367,NODE_164_length_10172_cov_0.893280,gene:plasmid:123887,Pantoea septica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865367,NODE_430_length_5743_cov_0.934117,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR11865367,NODE_372_length_6243_cov_0.795128,gene:proph:184194,Pseudomonas fragi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR11865371,NODE_140_length_4634_cov_1.497005,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865373,NODE_4_length_164046_cov_35.115716,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865375,NODE_236_length_5125_cov_2.280512,gene:plasmid:131182,Leuconostoc citreum,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865375,NODE_236_length_5125_cov_2.280512,gene:plasmid:131182,Leuconostoc falkenbergense,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865375,NODE_3_length_164046_cov_31.107535,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865377,NODE_465_length_5629_cov_12.865867,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865377,NODE_465_length_5629_cov_12.865867,gene:plasmid:139560;gene:plasmid:131185,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865379,NODE_391_length_5648_cov_18.712733,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865379,NODE_391_length_5648_cov_18.712733,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865379,NODE_392_length_5592_cov_20.642452,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865379,NODE_392_length_5592_cov_20.642452,gene:plasmid:139560;gene:plasmid:131185,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865385,NODE_61_length_16884_cov_5.519723,gene:plasmid:131373,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865385,NODE_61_length_16884_cov_5.519723,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865387,NODE_108_length_7991_cov_17.490336,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865387,NODE_108_length_7991_cov_17.490336,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865387,NODE_1_length_491865_cov_33.043887,gene:proph:183526;gene:vir:1043;gene:vir:1042;gene:proph:183088;gene:proph:162939;gene:proph:162942;gene:proph:162944;gene:proph:162958;gene:vir:1105;gene:proph:162935;gene:vir:1102;gene:proph:183095;gene:proph:162937;gene:proph:183098;gene:plasmid:87093;gene:plasmid:135980;gene:plasmid:135959;gene:proph:184306;gene:proph:183085;gene:vir:3398;gene:proph:183082;gene:proph:162960;gene:proph:162952;gene:proph:162961;gene:vir:1121;gene:vir:1122;gene:vir:1123;gene:proph:162927;gene:vir:1125;gene:vir:1126;gene:vir:1048;gene:vir:1049;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:vir:992;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:vir:999;gene:proph:163000;gene:proph:183109;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865389,NODE_152_length_9156_cov_3.603278,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865389,NODE_152_length_9156_cov_3.603278,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865391,NODE_459_length_5592_cov_11.909058,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865391,NODE_459_length_5592_cov_11.909058,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865391,NODE_358_length_8203_cov_7.619985,gene:plasmid:139560;gene:plasmid:131185,Acetobacter persici,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865393,NODE_2_length_156671_cov_24.038807,gene:plasmid:135980,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865397,NODE_152_length_5344_cov_40.032969,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865397,NODE_152_length_5344_cov_40.032969,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865399,NODE_47_length_21993_cov_6.383701,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865399,NODE_47_length_21993_cov_6.383701,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865399,NODE_1_length_302269_cov_42.669209,gene:proph:184332;gene:proph:183180;gene:proph:183265;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:plasmid:87093;gene:vir:1048;gene:vir:1049;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:proph:183251;gene:proph:163000;gene:proph:183109;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:vir:952;gene:proph:183179;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:vir:3975;gene:vir:3977;gene:proph:184319;gene:proph:183212;gene:proph:184391,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865401,NODE_1_length_232033_cov_24.610730,gene:proph:184332;gene:proph:183180;gene:proph:183265;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:vir:1048;gene:proph:183099;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:vir:999;gene:proph:163000;gene:vir:1059;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:proph:183178;gene:vir:953;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:vir:3975;gene:vir:3977;gene:proph:184319;gene:proph:183212;gene:vir:4010,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865403,NODE_245_length_5648_cov_18.463141,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865403,NODE_245_length_5648_cov_18.463141,gene:plasmid:139560;gene:plasmid:131376,Acetobacter okinawensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865403,NODE_1_length_274553_cov_26.776220,gene:proph:184332;gene:proph:183180;gene:proph:183526;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:vir:1048;gene:proph:183099;gene:vir:1050;gene:proph:162997;gene:proph:162996;gene:vir:712;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:vir:999;gene:proph:163000;gene:proph:183109;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:proph:183178;gene:proph:183179;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:proph:184322;gene:vir:3977;gene:proph:184319;gene:vir:1038;gene:proph:184391,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865405,NODE_245_length_7691_cov_2.237441,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865405,NODE_245_length_7691_cov_2.237441,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865407,NODE_313_length_6563_cov_4.098664,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865407,NODE_313_length_6563_cov_4.098664,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865407,NODE_1_length_146101_cov_28.369374,ICEberg|404|Tn5301|GenBank|S54034|1..515,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865411,NODE_142_length_5344_cov_34.428024,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865411,NODE_142_length_5344_cov_34.428024,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR11865411,NODE_3_length_164047_cov_33.773932,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865413,NODE_11_length_78351_cov_4.084271,gene:plasmid:124575,Pseudomonas helleri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR11865413,NODE_191_length_20774_cov_3.024943,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR11865413,NODE_10_length_78724_cov_2.111378,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR11865413,NODE_10_length_78724_cov_2.111378,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR11865413,NODE_435_length_11109_cov_2.599253,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR11865413,NODE_435_length_11109_cov_2.599253,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR11865415,NODE_249_length_15202_cov_1.959867,gene:plasmid:123887,Citrobacter freundii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865415,NODE_22_length_61086_cov_2.354861,gene:plasmid:124575,Pseudomonas helleri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR11865415,NODE_326_length_12448_cov_2.190812,gene:plasmid:89528,Pseudomonas helleri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR11865415,NODE_370_length_11140_cov_1.892672,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR11865415,NODE_370_length_11140_cov_1.892672,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR11865415,NODE_6_length_99133_cov_22.536836,ICEberg|404|Tn5301|GenBank|S54034|1..515,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865417,NODE_530_length_3579_cov_4.647451,gene:plasmid:139560,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865417,NODE_2_length_133599_cov_19.300872,gene:proph:181670,Streptococcus thermophilus,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865419,NODE_865_length_3146_cov_15.426300,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865423,NODE_1_length_273985_cov_45.414394,gene:proph:184332;gene:vir:983;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:vir:1048;gene:vir:1049;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:vir:998;gene:vir:999;gene:proph:163000;gene:vir:1059;gene:vir:94750;gene:vir:723;gene:proph:183242;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:proph:183178;gene:vir:953;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:proph:184322;gene:vir:3977;gene:proph:184319;gene:proph:183212;gene:proph:184391,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865425,NODE_3_length_160258_cov_27.134509,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865427,NODE_2_length_164112_cov_15.992152,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865427,NODE_160_length_6335_cov_2.153834,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865427,NODE_160_length_6335_cov_2.153834,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865429,NODE_2_length_234517_cov_43.467610,gene:plasmid:135980;gene:plasmid:135959;gene:plasmid:132172,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865431,NODE_1_length_164319_cov_40.661622,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR11865433,NODE_190_length_8373_cov_4.463619,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR11865433,NODE_190_length_8373_cov_4.463619,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865435,NODE_1119_length_2716_cov_6.251062,gene:plasmid:139560,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR11865437,NODE_130_length_15116_cov_1.740610,gene:plasmid:123887,Pseudomonas taetrolens,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR11865437,NODE_13_length_45680_cov_1.763528,gene:plasmid:89528,Pseudomonas helleri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR11865437,NODE_227_length_10325_cov_1.299078,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR11865439,NODE_839_length_4146_cov_0.988554,gene:plasmid:10528;gene:plasmid:10524,Proteus mirabilis,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,CIA
ERR11865439,NODE_253_length_15111_cov_1.363054,gene:plasmid:123887,Citrobacter freundii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR11865439,NODE_67_length_32483_cov_1.841173,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR11865439,NODE_139_length_22041_cov_2.658848,gene:proph:184195;gene:proph:184194,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
