sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR11865342,NODE_500_length_4379_cov_1.556444,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,1.556444,2363775,148.60382904464257384903,4.43096
ERR11865344,NODE_1_length_889486_cov_19.175962,gene:plasmid:115792;gene:plasmid:120653;gene:plasmid:120658;gene:plasmid:120659;gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,19.175962,1172412,147.75966725007932365073,110.693
ERR11865344,NODE_24_length_5339_cov_120.308327,gene:plasmid:131373,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,120.308327,1172412,147.75966725007932365073,694.48
ERR11865344,NODE_24_length_5339_cov_120.308327,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,120.308327,1172412,147.75966725007932365073,694.48
ERR11865346,NODE_723_length_4144_cov_0.773712,gene:plasmid:10528;gene:plasmid:10524,Proteus mirabilis,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,CIA,0.773712,2898242,147.60929246073999341669,1.80855
ERR11865346,NODE_562_length_5339_cov_54.400806,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,54.400806,2898242,147.60929246073999341669,127.162
ERR11865346,NODE_562_length_5339_cov_54.400806,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,54.400806,2898242,147.60929246073999341669,127.162
ERR11865346,NODE_362_length_7726_cov_1.352941,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,1.352941,2898242,147.60929246073999341669,3.1625
ERR11865346,NODE_122_length_20106_cov_1.255418,gene:plasmid:89528,Pseudomonas helleri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,1.255418,2898242,147.60929246073999341669,2.93454
ERR11865346,NODE_122_length_20106_cov_1.255418,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,1.255418,2898242,147.60929246073999341669,2.93454
ERR11865346,NODE_122_length_20106_cov_1.255418,gene:plasmid:89528,Pseudomonas helleri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,1.255418,2898242,147.60929246073999341669,2.93454
ERR11865346,NODE_3_length_152974_cov_17.307981,ICEberg|404|Tn5301|GenBank|S54034|1..515,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,17.307981,2898242,147.60929246073999341669,40.4574
ERR11865348,NODE_371_length_10167_cov_4.314641,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,4.314641,1565096,148.92089878192775395247,18.5118
ERR11865348,NODE_371_length_10167_cov_4.314641,gene:plasmid:139560;gene:plasmid:131376,Komagataeibacter piraceti,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,4.314641,1565096,148.92089878192775395247,18.5118
ERR11865350,NODE_450_length_4538_cov_1.802766,gene:plasmid:131182,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,1.802766,2760314,144.32923971693075497932,4.52508
ERR11865350,NODE_77_length_27009_cov_4.859051,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,4.859051,2760314,144.32923971693075497932,12.1966
ERR11865350,NODE_77_length_27009_cov_4.859051,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,4.859051,2760314,144.32923971693075497932,12.1966
ERR11865350,NODE_623_length_3190_cov_0.864512,gene:plasmid:16015,other,Drugs,Sulfonamides,Sulfonamide-resistant_dihydropteroate_synthases,SULI,HIA,0.864512,2760314,144.32923971693075497932,2.16999
ERR11865350,NODE_623_length_3190_cov_0.864512,gene:plasmid:16015,other,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME,CIA,0.864512,2760314,144.32923971693075497932,2.16999
ERR11865350,NODE_623_length_3190_cov_0.864512,gene:plasmid:16015,other,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,QACEDELTA1,0,0.864512,2760314,144.32923971693075497932,2.16999
ERR11865350,NODE_550_length_3668_cov_0.780570,gene:proph:176833,Acinetobacter sp. CE-15,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,0.780570,2760314,144.32923971693075497932,1.95929
ERR11865352,NODE_59_length_19909_cov_2.236326,gene:plasmid:139560,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.236326,2070271,146.83003964215312874498,7.35687
ERR11865352,NODE_59_length_19909_cov_2.236326,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,2.236326,2070271,146.83003964215312874498,7.35687
ERR11865352,NODE_43_length_26711_cov_2.345659,gene:proph:176833,Acinetobacter johnsonii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,2.345659,2070271,146.83003964215312874498,7.71654
ERR11865352,NODE_43_length_26711_cov_2.345659,gene:proph:176833,Acinetobacter sp. CE-15,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,2.345659,2070271,146.83003964215312874498,7.71654
ERR11865352,NODE_2_length_153266_cov_30.620025,gene:proph:183052;gene:proph:162923;gene:vir:3401;gene:proph:183058;gene:proph:183059;gene:proph:162954;gene:proph:163039;gene:proph:183231;gene:proph:162936,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,30.620025,2070271,146.83003964215312874498,100.731
ERR11865354,NODE_39_length_17294_cov_3.171958,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,3.171958,2150123,147.03883870829715323262,10.033
ERR11865354,NODE_39_length_17294_cov_3.171958,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,3.171958,2150123,147.03883870829715323262,10.033
ERR11865354,NODE_2_length_153266_cov_33.423086,gene:vir:3397;gene:proph:162923;gene:proph:183056;gene:proph:183058;gene:proph:183059;gene:proph:162954;gene:proph:163039;gene:vir:1019;gene:proph:162936,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,33.423086,2150123,147.03883870829715323262,105.719
ERR11865360,NODE_429_length_5592_cov_13.092406,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,13.092406,2565535,148.74361332041854817806,34.3086
ERR11865360,NODE_429_length_5592_cov_13.092406,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,13.092406,2565535,148.74361332041854817806,34.3086
ERR11865362,NODE_646_length_3877_cov_56.351200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,56.351200,2542251,144.01140564011972067274,153.917
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pantoea agglomerans,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,8.230055,1409069,149.34533865978174241289,39.1092
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,8.230055,1409069,149.34533865978174241289,39.1092
ERR11865364,NODE_17_length_114373_cov_3.295993,gene:plasmid:154779,Pseudomonas helleri,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA,3.295993,1409069,149.34533865978174241289,15.6625
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,8.951559,1409069,149.34533865978174241289,42.5378
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,8.951559,1409069,149.34533865978174241289,42.5378
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,8.951559,1409069,149.34533865978174241289,42.5378
ERR11865364,NODE_4_length_217547_cov_8.951559,gene:plasmid:27818;gene:plasmid:89528,Pseudomonas helleri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,8.951559,1409069,149.34533865978174241289,42.5378
ERR11865364,NODE_32_length_66363_cov_6.482653,gene:proph:175953;gene:proph:184195;gene:proph:184236,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,6.482653,1409069,149.34533865978174241289,30.8055
ERR11865364,NODE_32_length_66363_cov_6.482653,gene:proph:175953;gene:proph:184195;gene:proph:184236,Pseudomonas helleri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,6.482653,1409069,149.34533865978174241289,30.8055
ERR11865364,NODE_311_length_9089_cov_3.201294,gene:proph:176833,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,3.201294,1409069,149.34533865978174241289,15.2125
ERR11865367,NODE_164_length_10172_cov_0.893280,gene:plasmid:123887,Pantoea septica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,0.893280,1178896,148.89030754197147161412,5.08916
ERR11865367,NODE_430_length_5743_cov_0.934117,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,0.934117,1178896,148.89030754197147161412,5.32181
ERR11865367,NODE_372_length_6243_cov_0.795128,gene:proph:184194,Pseudomonas fragi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,0.795128,1178896,148.89030754197147161412,4.52997
ERR11865371,NODE_140_length_4634_cov_1.497005,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,1.497005,2129599,148.29195825129519688917,4.74032
ERR11865373,NODE_4_length_164046_cov_35.115716,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,35.115716,2465264,147.75913695247243297269,96.4015
ERR11865375,NODE_236_length_5125_cov_2.280512,gene:plasmid:131182,Leuconostoc citreum,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.280512,2530111,147.89650177403283887544,6.09446
ERR11865375,NODE_236_length_5125_cov_2.280512,gene:plasmid:131182,Leuconostoc falkenbergense,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,2.280512,2530111,147.89650177403283887544,6.09446
ERR11865375,NODE_3_length_164046_cov_31.107535,gene:plasmid:135980;gene:plasmid:135959,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,31.107535,2530111,147.89650177403283887544,83.132
ERR11865377,NODE_465_length_5629_cov_12.865867,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,12.865867,2091479,149.01856724356304796749,41.2805
ERR11865377,NODE_465_length_5629_cov_12.865867,gene:plasmid:139560;gene:plasmid:131185,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,12.865867,2091479,149.01856724356304796749,41.2805
ERR11865379,NODE_391_length_5648_cov_18.712733,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,18.712733,2877769,147.69710668229451356241,44.026
ERR11865379,NODE_391_length_5648_cov_18.712733,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,18.712733,2877769,147.69710668229451356241,44.026
ERR11865379,NODE_392_length_5592_cov_20.642452,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,20.642452,2877769,147.69710668229451356241,48.5661
ERR11865379,NODE_392_length_5592_cov_20.642452,gene:plasmid:139560;gene:plasmid:131185,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,20.642452,2877769,147.69710668229451356241,48.5661
ERR11865385,NODE_61_length_16884_cov_5.519723,gene:plasmid:131373,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,5.519723,1045456,149.42737331843712217443,35.3331
ERR11865385,NODE_61_length_16884_cov_5.519723,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,5.519723,1045456,149.42737331843712217443,35.3331
ERR11865387,NODE_108_length_7991_cov_17.490336,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,17.490336,2272632,148.92264739737889812340,51.6783
ERR11865387,NODE_108_length_7991_cov_17.490336,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,17.490336,2272632,148.92264739737889812340,51.6783
ERR11865387,NODE_1_length_491865_cov_33.043887,gene:proph:183526;gene:vir:1043;gene:vir:1042;gene:proph:183088;gene:proph:162939;gene:proph:162942;gene:proph:162944;gene:proph:162958;gene:vir:1105;gene:proph:162935;gene:vir:1102;gene:proph:183095;gene:proph:162937;gene:proph:183098;gene:plasmid:87093;gene:plasmid:135980;gene:plasmid:135959;gene:proph:184306;gene:proph:183085;gene:vir:3398;gene:proph:183082;gene:proph:162960;gene:proph:162952;gene:proph:162961;gene:vir:1121;gene:vir:1122;gene:vir:1123;gene:proph:162927;gene:vir:1125;gene:vir:1126;gene:vir:1048;gene:vir:1049;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:vir:992;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:vir:999;gene:proph:163000;gene:proph:183109;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,33.043887,2272632,148.92264739737889812340,97.634
ERR11865389,NODE_152_length_9156_cov_3.603278,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,3.603278,1830900,148.83752416844174995903,13.2227
ERR11865389,NODE_152_length_9156_cov_3.603278,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,3.603278,1830900,148.83752416844174995903,13.2227
ERR11865391,NODE_459_length_5592_cov_11.909058,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,11.909058,1922871,147.59236319025041201411,41.9627
ERR11865391,NODE_459_length_5592_cov_11.909058,gene:plasmid:139560;gene:plasmid:131185,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,11.909058,1922871,147.59236319025041201411,41.9627
ERR11865391,NODE_358_length_8203_cov_7.619985,gene:plasmid:139560;gene:plasmid:131185,Acetobacter persici,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,7.619985,1922871,147.59236319025041201411,26.8497
ERR11865393,NODE_2_length_156671_cov_24.038807,gene:plasmid:135980,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,24.038807,1787133,148.58155380713131031657,90.5297
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,2.326512,2240822,148.10841244864607719845,7.01
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.326512,2240822,148.10841244864607719845,7.01
ERR11865397,NODE_152_length_5344_cov_40.032969,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,40.032969,1571664,147.67185416221278848405,172.489
ERR11865397,NODE_152_length_5344_cov_40.032969,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,40.032969,1571664,147.67185416221278848405,172.489
ERR11865399,NODE_47_length_21993_cov_6.383701,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,6.383701,3131556,145.95227260824970078772,13.9669
ERR11865399,NODE_47_length_21993_cov_6.383701,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,6.383701,3131556,145.95227260824970078772,13.9669
ERR11865399,NODE_1_length_302269_cov_42.669209,gene:proph:184332;gene:proph:183180;gene:proph:183265;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:plasmid:87093;gene:vir:1048;gene:vir:1049;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:proph:183251;gene:proph:163000;gene:proph:183109;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:vir:952;gene:proph:183179;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:vir:3975;gene:vir:3977;gene:proph:184319;gene:proph:183212;gene:proph:184391,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,42.669209,3131556,145.95227260824970078772,93.3563
ERR11865401,NODE_1_length_232033_cov_24.610730,gene:proph:184332;gene:proph:183180;gene:proph:183265;gene:vir:1043;gene:vir:1042;gene:plasmid:135980;gene:plasmid:135959;gene:vir:1048;gene:proph:183099;gene:proph:183100;gene:proph:162997;gene:proph:162996;gene:proph:184398;gene:proph:184397;gene:vir:3940;gene:vir:1619;gene:proph:183252;gene:vir:999;gene:proph:163000;gene:vir:1059;gene:vir:94750;gene:vir:723;gene:vir:1008;gene:vir:4038;gene:proph:184362;gene:proph:162987;gene:proph:183178;gene:vir:953;gene:proph:183181;gene:vir:3961;gene:vir:1017;gene:vir:729;gene:vir:3962;gene:vir:3963;gene:proph:184335;gene:vir:3965;gene:proph:184331;gene:vir:3613;gene:proph:184329;gene:vir:3615;gene:proph:184327;gene:vir:98409;gene:vir:3618;gene:proph:184324;gene:proph:184323;gene:vir:3975;gene:vir:3977;gene:proph:184319;gene:proph:183212;gene:vir:4010,Lactococcus lactis,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,24.610730,1730281,147.35104182499836731721,96.5283
ERR11865403,NODE_245_length_5648_cov_18.463141,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,18.463141,2415816,146.05183548747090010166,52.3281
