sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name
ERR11865540,NODE_233_length_5648_cov_9.864155,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865540,NODE_233_length_5648_cov_9.864155,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783512,NODE_685_length_4401_cov_2.379504,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865395,NODE_9_length_85698_cov_2.326512,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865445,NODE_277_length_5452_cov_64.181408,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865445,NODE_277_length_5452_cov_64.181408,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865278,NODE_568_length_4813_cov_10.290653,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783530,NODE_368_length_24121_cov_2.338585,gene:plasmid:134731;gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783530,NODE_368_length_24121_cov_2.338585,gene:plasmid:134731;gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865495,NODE_52_length_45437_cov_3.248797,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865495,NODE_52_length_45437_cov_3.248797,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783510,NODE_1557_length_5648_cov_63.195979,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865427,NODE_160_length_6335_cov_2.153834,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865427,NODE_160_length_6335_cov_2.153834,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865433,NODE_190_length_8373_cov_4.463619,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865433,NODE_190_length_8373_cov_4.463619,gene:plasmid:139560;gene:plasmid:117293,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783476,NODE_1376_length_7404_cov_6.732032,gene:plasmid:139560;gene:plasmid:117293,Acetobacter oryzifermentans,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783476,NODE_1376_length_7404_cov_6.732032,gene:plasmid:139560;gene:plasmid:117293,Acetobacter oryzifermentans,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865307,NODE_76_length_20435_cov_2.738280,gene:plasmid:139560;gene:plasmid:117293,Acetobacter oryzifermentans,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR11865307,NODE_76_length_20435_cov_2.738280,gene:plasmid:139560;gene:plasmid:117293,Acetobacter oryzifermentans,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865391,NODE_358_length_8203_cov_7.619985,gene:plasmid:139560;gene:plasmid:131185,Acetobacter persici,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S
ERR14783484,NODE_4_length_224308_cov_4.114590,gene:proph:176833;gene:proph:176833,Acinetobacter guillouiae,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783484,NODE_4_length_224308_cov_4.114590,gene:proph:176833;gene:proph:176833,Acinetobacter guillouiae,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR11865350,NODE_550_length_3668_cov_0.780570,gene:proph:176833,Acinetobacter guillouiae,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783439,NODE_2598_length_2266_cov_3.363721,gene:proph:176833,Acinetobacter johnsonii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783485,NODE_218_length_22791_cov_5.019546,gene:proph:176833,Acinetobacter johnsonii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783485,NODE_218_length_22791_cov_5.019546,gene:proph:176833,Acinetobacter johnsonii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783418,NODE_1461_length_2754_cov_0.905976,gene:plasmid:10524,Acinetobacter lwoffii,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME
ERR11865328,NODE_489_length_4262_cov_2.107134,gene:plasmid:10524;gene:plasmid:10528,Acinetobacter lwoffii,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME
ERR14783794,NODE_1334_length_4262_cov_2.104716,gene:plasmid:10528,Acinetobacter lwoffii,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME
ERR11865542,NODE_381_length_4262_cov_12.306651,gene:plasmid:10524;gene:plasmid:10528,Acinetobacter lwoffii,Drugs,Aminoglycosides,Aminoglycoside_O-nucleotidyltransferases,ANT3-DPRIME
ERR11865352,NODE_43_length_26711_cov_2.345659,gene:proph:176833,Acinetobacter sp. CE-15,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR11865352,NODE_43_length_26711_cov_2.345659,gene:proph:176833,Acinetobacter sp. CE-15,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR11865364,NODE_311_length_9089_cov_3.201294,gene:proph:176833,Acinetobacter sp. MYb10,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783805,NODE_1_length_197641_cov_52.627915,gene:proph:181867,Acinetobacter sp. TTH0-4,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783484,NODE_154_length_25869_cov_1.906146,gene:plasmid:123887,Acinetobacter sp. TTH0-4,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783483,NODE_66_length_22153_cov_94.869109,gene:plasmid:123887,Acinetobacter sp. TTH0-4,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR11865542,NODE_21_length_20976_cov_6.583625,gene:plasmid:139562;gene:plasmid:139559,Acinetobacter sp. TTH0-4,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR11865542,NODE_21_length_20976_cov_6.583625,gene:plasmid:139562;gene:plasmid:139559,Acinetobacter sp. TTH0-4,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783408,NODE_223_length_29856_cov_1.467288,gene:plasmid:20019;gene:plasmid:15306,Aeromonas salmonicida,Biocides,Aldehyde_resistance,Aldehyde_degradation,FORMA
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783390,NODE_243_length_26236_cov_4.815772,gene:proph:172890;gene:vir:105016;gene:vir:6171;gene:vir:6173;gene:proph:182328;gene:proph:182329,Bacillus albus,Drugs,betalactams,Class_B_betalactamases,BC
ERR14783393,NODE_3_length_570685_cov_288.828925,gene:plasmid:138538;gene:plasmid:122850;gene:plasmid:127957;gene:plasmid:123038,Bacillus cereus,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus cereus,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus cereus,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus cereus,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783509,NODE_24_length_102810_cov_4.006028,gene:plasmid:122956;gene:plasmid:122853;gene:plasmid:151356;gene:plasmid:151355;gene:plasmid:151354;gene:plasmid:123068;gene:plasmid:122725,Bacillus mycoides,Drugs,Nucleosides,Streptothricin_acetyltransferase,SAT
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL
ERR14783509,NODE_45_length_58634_cov_9.094091,gene:plasmid:141403,Bacillus mycoides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus mycoides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus mycoides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S
ERR14783393,NODE_6_length_285585_cov_203.346440,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:122720;gene:proph:161065;gene:proph:172895;gene:plasmid:122802;gene:plasmid:123153;gene:plasmid:122087;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:12559;gene:plasmid:154260;gene:plasmid:12561;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:154198;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:12830;gene:plasmid:154183;gene:plasmid:155256;gene:plasmid:122037;gene:plasmid:12579;gene:plasmid:154292;gene:plasmid:12835;gene:plasmid:154294;gene:plasmid:12585;gene:plasmid:123029;gene:plasmid:151379;gene:proph:182251;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:plasmid:123152;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122800;gene:plasmid:122801;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122959;gene:plasmid:122811;gene:plasmid:151379,Bacillus mycoides,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783393,NODE_6_length_285585_cov_203.346440,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:122720;gene:proph:161065;gene:proph:172895;gene:plasmid:122802;gene:plasmid:123153;gene:plasmid:122087;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:12559;gene:plasmid:154260;gene:plasmid:12561;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:154198;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:12830;gene:plasmid:154183;gene:plasmid:155256;gene:plasmid:122037;gene:plasmid:12579;gene:plasmid:154292;gene:plasmid:12835;gene:plasmid:154294;gene:plasmid:12585;gene:plasmid:123029;gene:plasmid:151379;gene:proph:182251;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:plasmid:123152;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122800;gene:plasmid:122801;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122959;gene:plasmid:122811;gene:plasmid:151379,Bacillus mycoides,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783485,NODE_99_length_58401_cov_5.175567,gene:plasmid:141403,Bacillus mycoides,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783485,NODE_99_length_58401_cov_5.175567,gene:plasmid:141403,Bacillus mycoides,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL
ERR14783485,NODE_99_length_58401_cov_5.175567,gene:plasmid:141403,Bacillus mycoides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783391,NODE_6_length_347281_cov_18.137138,gene:plasmid:128185,Bacillus paramobilis,Drugs,betalactams,Class_B_betalactamases,BCII
ERR14783391,NODE_4_length_465217_cov_22.637507,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:138523;gene:plasmid:122720;gene:plasmid:123153;gene:plasmid:122880;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:12587;gene:plasmid:122037;gene:plasmid:123138;gene:proph:182251;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:proph:161065;gene:proph:172331;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122802;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122087;gene:plasmid:122720;gene:plasmid:122811;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122034;gene:plasmid:122959;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:154259;gene:plasmid:12560;gene:plasmid:12561;gene:plasmid:12562;gene:plasmid:12814;gene:plasmid:122022;gene:plasmid:12824;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:154189;gene:plasmid:12831;gene:plasmid:154184;gene:plasmid:12832;gene:plasmid:154292;gene:plasmid:154293;gene:plasmid:12582;gene:plasmid:12840;gene:plasmid:123029;gene:plasmid:151379;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:122745;gene:plasmid:123155;gene:plasmid:122879;gene:plasmid:122881;gene:plasmid:122882;gene:plasmid:122883;gene:plasmid:122884;gene:plasmid:122885;gene:plasmid:122814;gene:plasmid:122815;gene:plasmid:123152;gene:plasmid:154248;gene:plasmid:122104;gene:plasmid:122107;gene:plasmid:154155;gene:plasmid:123068;gene:plasmid:154264;gene:plasmid:12637;gene:plasmid:122863;gene:plasmid:122864;gene:plasmid:122865;gene:plasmid:122867;gene:plasmid:122924;gene:plasmid:123126;gene:plasmid:123124;gene:plasmid:151379,Bacillus sp. N5-665,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783391,NODE_4_length_465217_cov_22.637507,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:138523;gene:plasmid:122720;gene:plasmid:123153;gene:plasmid:122880;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:12587;gene:plasmid:122037;gene:plasmid:123138;gene:proph:182251;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:proph:161065;gene:proph:172331;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122802;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122087;gene:plasmid:122720;gene:plasmid:122811;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122034;gene:plasmid:122959;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:154259;gene:plasmid:12560;gene:plasmid:12561;gene:plasmid:12562;gene:plasmid:12814;gene:plasmid:122022;gene:plasmid:12824;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:154189;gene:plasmid:12831;gene:plasmid:154184;gene:plasmid:12832;gene:plasmid:154292;gene:plasmid:154293;gene:plasmid:12582;gene:plasmid:12840;gene:plasmid:123029;gene:plasmid:151379;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:122745;gene:plasmid:123155;gene:plasmid:122879;gene:plasmid:122881;gene:plasmid:122882;gene:plasmid:122883;gene:plasmid:122884;gene:plasmid:122885;gene:plasmid:122814;gene:plasmid:122815;gene:plasmid:123152;gene:plasmid:154248;gene:plasmid:122104;gene:plasmid:122107;gene:plasmid:154155;gene:plasmid:123068;gene:plasmid:154264;gene:plasmid:12637;gene:plasmid:122863;gene:plasmid:122864;gene:plasmid:122865;gene:plasmid:122867;gene:plasmid:122924;gene:plasmid:123126;gene:plasmid:123124;gene:plasmid:151379,Bacillus sp. N5-665,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783391,NODE_1_length_777738_cov_17.185089,gene:plasmid:122188;gene:plasmid:122777;gene:plasmid:122162;gene:plasmid:122860;gene:plasmid:122777,Bacillus thuringiensis,Drugs,betalactams,Class_A_betalactamases,BLA1
ERR14783393,NODE_2_length_777403_cov_210.512562,gene:plasmid:122188;gene:plasmid:122777;gene:plasmid:122162;gene:plasmid:122860;gene:plasmid:122777,Bacillus thuringiensis,Drugs,betalactams,Class_A_betalactamases,BLA1
ERR14783393,NODE_5_length_347181_cov_210.586128,gene:plasmid:128185,Bacillus thuringiensis,Drugs,betalactams,Class_B_betalactamases,BCII
ERR14783391,NODE_59_length_58445_cov_74.263829,gene:plasmid:141403,Bacillus thuringiensis,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783391,NODE_59_length_58445_cov_74.263829,gene:plasmid:141403,Bacillus thuringiensis,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL
ERR14783391,NODE_59_length_58445_cov_74.263829,gene:plasmid:141403,Bacillus thuringiensis,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783390,NODE_68_length_58554_cov_26.086484,gene:plasmid:141403,Bacillus tropicus,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783390,NODE_68_length_58554_cov_26.086484,gene:plasmid:141403,Bacillus tropicus,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL
ERR14783390,NODE_68_length_58554_cov_26.086484,gene:plasmid:141403,Bacillus tropicus,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783390,NODE_75_length_56059_cov_6.088322,gene:plasmid:123158,Bacillus tropicus,Drugs,Nucleosides,Streptothricin_acetyltransferase,SAT
ERR14783391,NODE_3_length_570685_cov_34.346655,gene:plasmid:138538;gene:plasmid:122850;gene:plasmid:127957;gene:plasmid:123038,Bacillus wiedmannii,Drugs,betalactams,Class_A_betalactamases,BLAZ
ERR14783501,NODE_8_length_331337_cov_23.754875,gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413;gene:proph:181117;gene:proph:169499,Citrobacter braakii,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,HNS
ERR14783501,NODE_8_length_331337_cov_23.754875,gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413;gene:proph:181117;gene:proph:169499,Citrobacter braakii,Metals,Zinc_resistance,Zinc_resistance_protein,ZNUA
ERR14783501,NODE_8_length_331337_cov_23.754875,gene:proph:169502;gene:proph:179464;gene:proph:173446;gene:proph:161622;gene:proph:161623;gene:proph:161624;gene:proph:161626;gene:proph:173413;gene:proph:181117;gene:proph:169499,Citrobacter braakii,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC
ERR14783425,NODE_84_length_67945_cov_23.241116,gene:plasmid:117704;gene:plasmid:117783;gene:plasmid:151656;gene:plasmid:91980;gene:plasmid:154026;gene:plasmid:147500;gene:plasmid:151472;gene:plasmid:155925;gene:plasmid:153903;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:84474;gene:plasmid:149304;gene:proph:163892,Citrobacter farmeri,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
